transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Revenue,month,month name,weekday,weekday name,hour
39328,3/9/2023,9:34:11,1,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 3,00",3,março,4,quinta-feira,9
39329,3/9/2023,9:34:11,1,5,Lower Manhattan,71,"4,69",Bakery,Pastry,Chocolate Croissant,"R$ 4,69",3,março,4,quinta-feira,9
39330,3/9/2023,9:34:11,1,5,Lower Manhattan,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,"R$ 2,50",3,março,4,quinta-feira,9
39331,3/9/2023,9:35:05,1,3,Astoria,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,"R$ 3,10",3,março,4,quinta-feira,9
39332,3/9/2023,9:35:05,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",3,março,4,quinta-feira,9
39333,3/9/2023,9:36:48,2,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 5,00",3,março,4,quinta-feira,9
39334,3/9/2023,9:38:23,1,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,"R$ 3,00",3,março,4,quinta-feira,9
39335,3/9/2023,9:38:57,2,8,Hell's Kitchen,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"R$ 9,00",3,março,4,quinta-feira,9
39336,3/9/2023,9:38:57,1,8,Hell's Kitchen,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,"R$ 3,25",3,março,4,quinta-feira,9
39337,3/9/2023,9:38:57,1,8,Hell's Kitchen,16,"8,95",Loose Tea,Chai tea,Traditional Blend Chai,"R$ 8,95",3,março,4,quinta-feira,9
39338,3/9/2023,9:40:05,2,5,Lower Manhattan,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,"R$ 6,00",3,março,4,quinta-feira,9
39339,3/9/2023,9:40:12,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,"R$ 6,00",3,março,4,quinta-feira,9
39340,3/9/2023,9:40:18,2,8,Hell's Kitchen,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,"R$ 5,00",3,março,4,quinta-feira,9
39341,3/9/2023,9:41:22,1,8,Hell's Kitchen,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,"R$ 3,00",3,março,4,quinta-feira,9
39342,3/9/2023,9:42:02,1,3,Astoria,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,"R$ 2,20",3,março,4,quinta-feira,9
39343,3/9/2023,9:42:54,2,8,Hell's Kitchen,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,"R$ 5,00",3,março,4,quinta-feira,9
39344,3/9/2023,9:42:57,2,3,Astoria,26,3,Coffee,Organic brewed coffee,Brazilian Rg,"R$ 6,00",3,março,4,quinta-feira,9
39345,3/9/2023,9:43:24,1,8,Hell's Kitchen,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,"R$ 3,10",3,março,4,quinta-feira,9
39346,3/9/2023,9:43:29,2,3,Astoria,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"R$ 9,00",3,março,4,quinta-feira,9
39347,3/9/2023,9:43:44,1,8,Hell's Kitchen,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,"R$ 2,50",3,março,4,quinta-feira,9
39348,3/9/2023,9:43:55,1,5,Lower Manhattan,40,"3,75",Coffee,Barista Espresso,Cappuccino,"R$ 3,75",3,março,4,quinta-feira,9
39349,3/9/2023,9:43:55,2,5,Lower Manhattan,63,"0,8",Flavours,Regular syrup,Carmel syrup,"R$ 1,60",3,março,4,quinta-feira,9
39350,3/9/2023,9:43:55,1,5,Lower Manhattan,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,"R$ 0,80",3,março,4,quinta-feira,9
39351,3/9/2023,9:44:13,2,5,Lower Manhattan,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,"R$ 9,50",3,março,4,quinta-feira,9
39352,3/9/2023,9:44:13,1,5,Lower Manhattan,7,"19,75",Coffee beans,Premium Beans,Jamacian Coffee River,"R$ 19,75",3,março,4,quinta-feira,9
39353,3/9/2023,9:44:57,1,3,Astoria,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,"R$ 3,75",3,março,4,quinta-feira,9
39354,3/9/2023,9:45:02,1,3,Astoria,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"R$ 4,50",3,março,4,quinta-feira,9
39355,3/9/2023,9:45:05,2,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,"R$ 5,00",3,março,4,quinta-feira,9
39356,3/9/2023,9:46:00,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,"R$ 3,00",3,março,4,quinta-feira,9
39357,3/9/2023,9:46:21,2,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 5,00",3,março,4,quinta-feira,9
39358,3/9/2023,9:47:29,2,8,Hell's Kitchen,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,"R$ 6,20",3,março,4,quinta-feira,9
39359,3/9/2023,9:47:31,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 6,00",3,março,4,quinta-feira,9
39360,3/9/2023,9:47:44,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 6,00",3,março,4,quinta-feira,9
39361,3/9/2023,9:48:08,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,"R$ 4,00",3,março,4,quinta-feira,9
39362,3/9/2023,9:48:14,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,"R$ 6,00",3,março,4,quinta-feira,9
39363,3/9/2023,9:48:14,2,8,Hell's Kitchen,64,"0,8",Flavours,Regular syrup,Hazelnut syrup,"R$ 1,60",3,março,4,quinta-feira,9
39364,3/9/2023,9:48:20,2,8,Hell's Kitchen,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,"R$ 6,00",3,março,4,quinta-feira,9
39365,3/9/2023,9:49:31,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,"R$ 6,00",3,março,4,quinta-feira,9
39366,3/9/2023,9:50:22,2,3,Astoria,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,"R$ 5,00",3,março,4,quinta-feira,9
39367,3/9/2023,9:50:34,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,"R$ 6,00",3,março,4,quinta-feira,9
39368,3/9/2023,9:50:34,1,3,Astoria,79,"3,75",Bakery,Scone,Jumbo Savory Scone,"R$ 3,75",3,março,4,quinta-feira,9
39369,3/9/2023,9:52:41,2,5,Lower Manhattan,31,"2,2",Coffee,Gourmet brewed coffee,Ethiopia Sm,"R$ 4,40",3,março,4,quinta-feira,9
39370,3/9/2023,9:53:06,1,3,Astoria,28,2,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,"R$ 2,00",3,março,4,quinta-feira,9
39371,3/9/2023,9:53:06,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",3,março,4,quinta-feira,9
39372,3/9/2023,9:53:07,2,5,Lower Manhattan,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,"R$ 7,00",3,março,4,quinta-feira,9
39373,3/9/2023,9:53:07,1,5,Lower Manhattan,70,"4,06",Bakery,Scone,Cranberry Scone,"R$ 4,06",3,março,4,quinta-feira,9
39374,3/9/2023,9:53:07,1,5,Lower Manhattan,78,"5,63",Bakery,Scone,Scottish Cream Scone ,"R$ 5,63",3,março,4,quinta-feira,9
39375,3/9/2023,9:53:39,2,5,Lower Manhattan,49,3,Tea,Brewed Black tea,English Breakfast Lg,"R$ 6,00",3,março,4,quinta-feira,9
39376,3/9/2023,9:53:48,2,5,Lower Manhattan,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,"R$ 4,40",3,março,4,quinta-feira,9
39377,3/9/2023,9:53:50,1,8,Hell's Kitchen,42,"2,5",Tea,Brewed herbal tea,Lemon Grass Rg,"R$ 2,50",3,março,4,quinta-feira,9
39378,3/9/2023,9:54:44,1,5,Lower Manhattan,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,"R$ 2,50",3,março,4,quinta-feira,9
39379,3/9/2023,9:55:14,2,5,Lower Manhattan,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 6,00",3,março,4,quinta-feira,9
39380,3/9/2023,9:55:38,1,8,Hell's Kitchen,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,"R$ 2,50",3,março,4,quinta-feira,9
39381,3/9/2023,9:57:09,1,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,"R$ 3,75",3,março,4,quinta-feira,9
39382,3/9/2023,9:57:30,1,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,"R$ 3,10",3,março,4,quinta-feira,9
39383,3/9/2023,9:59:28,2,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,"R$ 7,00",3,março,4,quinta-feira,9
39384,3/9/2023,9:59:28,1,8,Hell's Kitchen,79,"3,75",Bakery,Scone,Jumbo Savory Scone,"R$ 3,75",3,março,4,quinta-feira,10
39385,3/9/2023,10:00:06,1,3,Astoria,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,"R$ 2,50",3,março,4,quinta-feira,10
39386,3/9/2023,10:01:24,1,8,Hell's Kitchen,26,3,Coffee,Organic brewed coffee,Brazilian Rg,"R$ 3,00",3,março,4,quinta-feira,10
39387,3/9/2023,10:02:26,2,5,Lower Manhattan,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,"R$ 8,50",3,março,4,quinta-feira,10
39388,3/9/2023,10:02:26,1,5,Lower Manhattan,13,"8,95",Loose Tea,Black tea,English Breakfast,"R$ 8,95",3,março,4,quinta-feira,10
39389,3/9/2023,10:03:18,1,5,Lower Manhattan,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,"R$ 4,75",3,março,4,quinta-feira,10
39390,3/9/2023,10:03:18,1,5,Lower Manhattan,79,"4,69",Bakery,Scone,Jumbo Savory Scone,"R$ 4,69",3,março,4,quinta-feira,10
39391,3/9/2023,10:03:18,1,5,Lower Manhattan,12,"8,95",Loose Tea,Herbal tea,Peppermint,"R$ 8,95",3,março,4,quinta-feira,10
39392,3/9/2023,10:03:18,2,8,Hell's Kitchen,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 6,00",3,março,4,quinta-feira,10
39393,3/9/2023,10:04:06,2,5,Lower Manhattan,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,"R$ 5,00",3,março,4,quinta-feira,10
39394,3/9/2023,10:05:49,1,8,Hell's Kitchen,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,"R$ 2,50",3,março,4,quinta-feira,10
39395,3/9/2023,10:05:49,1,8,Hell's Kitchen,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",3,março,4,quinta-feira,10
39396,3/9/2023,10:06:00,2,8,Hell's Kitchen,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 5,00",3,março,4,quinta-feira,10
39397,3/9/2023,10:06:39,1,3,Astoria,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 2,50",3,março,4,quinta-feira,10
39398,3/9/2023,10:06:39,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",3,março,4,quinta-feira,10
39399,3/9/2023,10:06:39,1,3,Astoria,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 2,50",3,março,4,quinta-feira,10
39400,3/9/2023,10:06:56,1,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,"R$ 3,75",3,março,4,quinta-feira,10
39401,3/9/2023,10:06:56,1,5,Lower Manhattan,70,"4,06",Bakery,Scone,Cranberry Scone,"R$ 4,06",3,março,4,quinta-feira,10
39402,3/9/2023,10:07:31,1,5,Lower Manhattan,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",3,março,4,quinta-feira,10
39403,3/9/2023,10:07:46,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,"R$ 3,00",3,março,4,quinta-feira,10
39404,3/9/2023,10:07:46,1,5,Lower Manhattan,71,"4,69",Bakery,Pastry,Chocolate Croissant,"R$ 4,69",3,março,4,quinta-feira,10
39405,3/9/2023,10:08:04,2,5,Lower Manhattan,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,"R$ 5,00",3,março,4,quinta-feira,10
39406,3/9/2023,10:08:26,1,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,"R$ 3,00",3,março,4,quinta-feira,10
39407,3/9/2023,10:08:26,2,8,Hell's Kitchen,63,"0,8",Flavours,Regular syrup,Carmel syrup,"R$ 1,60",3,março,4,quinta-feira,10
39408,3/9/2023,10:09:44,1,8,Hell's Kitchen,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,"R$ 3,00",3,março,4,quinta-feira,10
39409,3/9/2023,10:10:29,1,3,Astoria,45,3,Tea,Brewed herbal tea,Peppermint Lg,"R$ 3,00",3,março,4,quinta-feira,10
39410,3/9/2023,10:10:58,1,8,Hell's Kitchen,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,"R$ 3,50",3,março,4,quinta-feira,10
39411,3/9/2023,10:11:01,2,8,Hell's Kitchen,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,"R$ 7,50",3,março,4,quinta-feira,10
39412,3/9/2023,10:11:01,1,8,Hell's Kitchen,2,18,Coffee beans,House blend Beans,Our Old Time Diner Blend,"R$ 18,00",3,março,4,quinta-feira,10
39413,3/9/2023,10:11:15,1,3,Astoria,54,"2,5",Tea,Brewed Chai tea,Morning Sunrise Chai Rg,"R$ 2,50",3,março,4,quinta-feira,10
39414,3/9/2023,10:11:21,2,5,Lower Manhattan,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,"R$ 6,20",3,março,4,quinta-feira,10
39415,3/9/2023,10:11:21,1,5,Lower Manhattan,14,"8,95",Loose Tea,Black tea,Earl Grey,"R$ 8,95",3,março,4,quinta-feira,10
39416,3/9/2023,10:11:35,1,5,Lower Manhattan,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,"R$ 3,50",3,março,4,quinta-feira,10
39417,3/9/2023,10:12:20,1,5,Lower Manhattan,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,"R$ 3,10",3,março,4,quinta-feira,10
39418,3/9/2023,10:12:20,1,5,Lower Manhattan,79,"4,69",Bakery,Scone,Jumbo Savory Scone,"R$ 4,69",3,março,4,quinta-feira,10
39419,3/9/2023,10:14:36,2,5,Lower Manhattan,51,3,Tea,Brewed Black tea,Earl Grey Lg,"R$ 6,00",3,março,4,quinta-feira,10
39420,3/9/2023,10:14:36,2,5,Lower Manhattan,83,14,Branded,Housewares,I Need My Bean! Latte cup,"R$ 28,00",3,março,4,quinta-feira,10
39421,3/9/2023,10:15:05,2,5,Lower Manhattan,32,3,Coffee,Gourmet brewed coffee,Ethiopia Rg,"R$ 6,00",3,março,4,quinta-feira,10
39422,3/9/2023,10:15:19,2,5,Lower Manhattan,39,"4,25",Coffee,Barista Espresso,Latte Rg,"R$ 8,50",3,março,4,quinta-feira,10
39423,3/9/2023,10:17:26,2,5,Lower Manhattan,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,"R$ 5,00",3,março,4,quinta-feira,10
39424,3/9/2023,10:17:34,1,8,Hell's Kitchen,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"R$ 4,50",3,março,4,quinta-feira,10
39425,3/9/2023,10:17:58,2,8,Hell's Kitchen,22,2,Coffee,Drip coffee,Our Old Time Diner Blend Sm,"R$ 4,00",3,março,4,quinta-feira,10
39426,3/9/2023,10:18:04,2,3,Astoria,41,"4,25",Coffee,Barista Espresso,Cappuccino Lg,"R$ 8,50",3,março,4,quinta-feira,10
39427,3/9/2023,10:18:04,1,3,Astoria,69,"3,25",Bakery,Biscotti,Hazelnut Biscotti,"R$ 3,25",3,março,4,quinta-feira,10
39428,3/9/2023,10:18:05,2,3,Astoria,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,"R$ 9,50",3,março,4,quinta-feira,10
39429,3/9/2023,10:18:35,2,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,"R$ 5,00",3,março,4,quinta-feira,10
39430,3/9/2023,10:18:47,1,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 2,50",3,março,4,quinta-feira,10
39431,3/9/2023,10:18:47,1,5,Lower Manhattan,74,"4,38",Bakery,Biscotti,Ginger Biscotti,"R$ 4,38",3,março,4,quinta-feira,10
39432,3/9/2023,10:18:50,2,8,Hell's Kitchen,39,"4,25",Coffee,Barista Espresso,Latte Rg,"R$ 8,50",3,março,4,quinta-feira,10
39433,3/9/2023,10:18:50,1,8,Hell's Kitchen,63,"0,8",Flavours,Regular syrup,Carmel syrup,"R$ 0,80",3,março,4,quinta-feira,10
39434,3/9/2023,10:19:32,1,3,Astoria,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,"R$ 3,50",3,março,4,quinta-feira,10
39435,3/9/2023,10:20:38,1,5,Lower Manhattan,44,"2,5",Tea,Brewed herbal tea,Peppermint Rg,"R$ 2,50",3,março,4,quinta-feira,10
39436,3/9/2023,10:20:53,2,3,Astoria,24,3,Coffee,Drip coffee,Our Old Time Diner Blend Lg,"R$ 6,00",3,março,4,quinta-feira,10
39437,3/9/2023,10:20:57,1,5,Lower Manhattan,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,"R$ 4,00",3,março,4,quinta-feira,10
39438,3/9/2023,10:20:57,1,5,Lower Manhattan,10,10,Coffee beans,Green beans,Guatemalan Sustainably Grown,"R$ 10,00",3,março,4,quinta-feira,10
39439,3/9/2023,10:20:57,2,5,Lower Manhattan,57,"3,1",Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,"R$ 6,20",3,março,4,quinta-feira,10
39440,3/9/2023,10:21:32,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",3,março,4,quinta-feira,10
39441,3/9/2023,10:21:32,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",3,março,4,quinta-feira,10
39442,3/9/2023,10:22:01,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,"R$ 6,00",3,março,4,quinta-feira,10
39443,3/9/2023,10:22:28,2,5,Lower Manhattan,59,"4,5",Drinking Chocolate,Hot chocolate,Dark chocolate Lg,"R$ 9,00",3,março,4,quinta-feira,10
39444,3/9/2023,10:23:28,2,3,Astoria,48,"2,5",Tea,Brewed Black tea,English Breakfast Rg,"R$ 5,00",3,março,4,quinta-feira,10
39445,3/9/2023,10:24:45,2,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,"R$ 6,00",3,março,4,quinta-feira,10
39446,3/9/2023,10:25:29,2,3,Astoria,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,"R$ 8,00",3,março,4,quinta-feira,10
39447,3/9/2023,10:25:34,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,"R$ 6,00",3,março,4,quinta-feira,10
39448,3/9/2023,10:25:34,1,3,Astoria,70,"3,25",Bakery,Scone,Cranberry Scone,"R$ 3,25",3,março,4,quinta-feira,10
39449,3/9/2023,10:25:34,1,3,Astoria,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",3,março,4,quinta-feira,10
39450,3/9/2023,10:25:34,2,3,Astoria,47,3,Tea,Brewed Green tea,Serenity Green Tea Lg,"R$ 6,00",3,março,4,quinta-feira,10
39451,3/9/2023,10:25:37,1,8,Hell's Kitchen,38,"3,75",Coffee,Barista Espresso,Latte,"R$ 3,75",3,março,4,quinta-feira,10
39452,3/9/2023,10:25:37,1,8,Hell's Kitchen,65,"0,8",Flavours,Sugar free syrup,Sugar Free Vanilla syrup,"R$ 0,80",3,março,4,quinta-feira,10
39453,3/9/2023,10:25:52,1,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,"R$ 3,10",3,março,4,quinta-feira,10
39454,3/9/2023,10:26:40,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,"R$ 3,00",3,março,4,quinta-feira,10
39455,3/9/2023,10:26:50,1,5,Lower Manhattan,46,"2,5",Tea,Brewed Green tea,Serenity Green Tea Rg,"R$ 2,50",3,março,4,quinta-feira,10
39456,3/9/2023,10:26:50,1,5,Lower Manhattan,74,"4,38",Bakery,Biscotti,Ginger Biscotti,"R$ 4,38",3,março,4,quinta-feira,10
39457,3/9/2023,10:27:19,1,8,Hell's Kitchen,49,3,Tea,Brewed Black tea,English Breakfast Lg,"R$ 3,00",3,março,4,quinta-feira,10
39458,3/9/2023,10:28:16,2,3,Astoria,36,"3,75",Coffee,Premium brewed coffee,Jamaican Coffee River Lg,"R$ 7,50",3,março,4,quinta-feira,10
39459,3/9/2023,10:28:18,2,8,Hell's Kitchen,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,"R$ 5,00",3,março,4,quinta-feira,10
39460,3/9/2023,10:28:57,2,8,Hell's Kitchen,55,4,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,"R$ 8,00",3,março,4,quinta-feira,10
39461,3/9/2023,10:29:32,2,5,Lower Manhattan,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,"R$ 5,00",3,março,4,quinta-feira,10
39462,3/9/2023,10:31:10,1,3,Astoria,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,"R$ 3,50",3,março,4,quinta-feira,10
39463,3/9/2023,10:31:13,2,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,"R$ 6,00",3,março,4,quinta-feira,10
39464,3/9/2023,10:31:13,1,5,Lower Manhattan,70,"4,06",Bakery,Scone,Cranberry Scone,"R$ 4,06",3,março,4,quinta-feira,10
39465,3/9/2023,10:31:41,2,8,Hell's Kitchen,51,3,Tea,Brewed Black tea,Earl Grey Lg,"R$ 6,00",3,março,4,quinta-feira,10
39466,3/9/2023,10:31:56,1,8,Hell's Kitchen,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,"R$ 3,75",3,março,4,quinta-feira,10
39467,3/9/2023,10:32:22,1,3,Astoria,38,"3,75",Coffee,Barista Espresso,Latte,"R$ 3,75",3,março,4,quinta-feira,10
39468,3/9/2023,10:32:22,1,3,Astoria,75,"3,5",Bakery,Pastry,Croissant,"R$ 3,50",3,março,4,quinta-feira,10
39469,3/9/2023,10:33:17,2,8,Hell's Kitchen,33,"3,5",Coffee,Gourmet brewed coffee,Ethiopia Lg,"R$ 7,00",3,março,4,quinta-feira,10
39470,3/9/2023,10:34:39,2,8,Hell's Kitchen,52,"2,5",Tea,Brewed Chai tea,Traditional Blend Chai Rg,"R$ 5,00",3,março,4,quinta-feira,10
39471,3/9/2023,10:34:39,1,8,Hell's Kitchen,19,"6,4",Packaged Chocolate,Drinking Chocolate,Dark chocolate,"R$ 6,40",3,março,4,quinta-feira,10
39472,3/9/2023,10:35:15,2,5,Lower Manhattan,61,"4,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,"R$ 9,50",3,março,4,quinta-feira,10
39473,3/9/2023,10:36:02,1,3,Astoria,49,3,Tea,Brewed Black tea,English Breakfast Lg,"R$ 3,00",3,março,4,quinta-feira,10
39474,3/9/2023,10:36:14,2,3,Astoria,29,"2,5",Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,"R$ 5,00",3,março,4,quinta-feira,10
39475,3/9/2023,10:36:59,2,8,Hell's Kitchen,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 5,00",3,março,4,quinta-feira,10
39476,3/9/2023,10:38:54,1,5,Lower Manhattan,53,3,Tea,Brewed Chai tea,Traditional Blend Chai Lg,"R$ 3,00",3,março,4,quinta-feira,10
39477,3/9/2023,10:38:54,1,5,Lower Manhattan,77,3,Bakery,Scone,Oatmeal Scone,"R$ 3,00",3,março,4,quinta-feira,10
39478,3/9/2023,10:40:36,1,8,Hell's Kitchen,56,"2,55",Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,"R$ 2,55",3,março,4,quinta-feira,10
39479,3/9/2023,10:43:30,2,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,"R$ 6,00",3,março,4,quinta-feira,10
39480,3/9/2023,10:43:52,1,5,Lower Manhattan,30,3,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,"R$ 3,00",3,março,4,quinta-feira,10
39481,3/9/2023,10:44:32,1,3,Astoria,25,"2,2",Coffee,Organic brewed coffee,Brazilian Sm,"R$ 2,20",3,março,4,quinta-feira,10
39482,3/9/2023,10:44:54,1,8,Hell's Kitchen,35,"3,1",Coffee,Premium brewed coffee,Jamaican Coffee River Rg,"R$ 3,10",3,março,4,quinta-feira,10
39483,3/9/2023,10:44:54,1,8,Hell's Kitchen,71,"3,75",Bakery,Pastry,Chocolate Croissant,"R$ 3,75",3,março,4,quinta-feira,10
39484,3/9/2023,10:44:54,1,8,Hell's Kitchen,9,"22,5",Coffee beans,Organic Beans,Organic Decaf Blend,"R$ 22,50",3,março,4,quinta-feira,10
39485,3/9/2023,10:44:59,2,8,Hell's Kitchen,23,"2,5",Coffee,Drip coffee,Our Old Time Diner Blend Rg,"R$ 5,00",3,março,4,quinta-feira,10
39486,3/9/2023,10:47:34,1,8,Hell's Kitchen,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,"R$ 3,00",3,março,4,quinta-feira,10
39487,3/9/2023,10:47:34,1,8,Hell's Kitchen,73,"3,75",Bakery,Pastry,Almond Croissant,"R$ 3,75",3,março,4,quinta-feira,10
39488,3/9/2023,10:48:00,1,5,Lower Manhattan,50,"2,5",Tea,Brewed Black tea,Earl Grey Rg,"R$ 2,50",3,março,4,quinta-feira,10
39489,3/9/2023,10:48:14,1,5,Lower Manhattan,43,3,Tea,Brewed herbal tea,Lemon Grass Lg,"R$ 3,00",3,março,4,quinta-feira,10
39490,3/9/2023,10:48:22,2,8,Hell's Kitchen,37,3,Coffee,Barista Espresso,Espresso shot,"R$ 6,00",3,março,4,quinta-feira,10
39491,3/9/2023,10:48:22,2,8,Hell's Kitchen,63,"0,8",Flavours,Regular syrup,Carmel syrup,"R$ 1,60",3,março,4,quinta-feira,10
39492,3/9/2023,10:49:47,1,5,Lower Manhattan,38,"3,75",Coffee,Barista Espresso,Latte,"R$ 3,75",3,março,4,quinta-feira,10
39493,3/9/2023,10:50:02,1,3,Astoria,60,"3,75",Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,"R$ 3,75",3,março,4,quinta-feira,10
39494,3/9/2023,10:50:19,2,8,Hell's Kitchen,58,"3,5",Drinking Chocolate,Hot chocolate,Dark chocolate Rg,"R$ 7,00",3,março,4,quinta-feira,10
